year,title,directors_0,rating,genres_0,genres_1,rank,running_time_secs,actors_0,actors_1,actors_2,directors_1,directors_2
1984,Children of the Corn,Fritz Kiersch,5.4,Horror,,2181,5520,Peter Horton,Linda Hamilton,R.G. Armstrong,,
1967,Cool Hand Luke,Stuart Rosenberg,8.2,Crime,Drama,2182,7560,Paul Newman,George Kennedy,Strother Martin,,
2008,Outlander,Howard McCain,6.2,Action,Adventure,2183,6900,Jim Caviezel,Sophia Myles,Ron Perlman,,
1999,The Insider,Michael Mann,7.9,Biography,Drama,2184,9420,Russell Crowe,Al Pacino,Christopher Plummer,,
1992,Malcolm X,Spike Lee,7.6,Biography,Drama,2185,12120,Denzel Washington,Angela Bassett,Delroy Lindo,,
2012,The Baytown Outlaws,Barry Battles,6.1,Action,Comedy,2186,5880,Billy Bob Thornton,Eva Longoria,Thomas Brodie-Sangster,,
2008,Passengers,Rodrigo Garcia,5.7,Drama,Mystery,2187,5580,Anne Hathaway,Patrick Wilson,David Morse,,
1993,Addams Family Values,Barry Sonnenfeld,6.4,Comedy,Fantasy,2188,5640,Anjelica Huston,Raul Julia,Christopher Lloyd,,
2008,Pride and Glory,Gavin O'Connor,6.6,Crime,Drama,2189,7800,Edward Norton,Colin Farrell,Noah Emmerich,,
2002,Solaris,Steven Soderbergh,6.1,Drama,Mystery,2190,5940,George Clooney,Natascha McElhone,Ulrich Tukur,,
2014,Dark Places,Gilles Paquet-Brenner,,Drama,Mystery,2191,,Chloe Grace Moretz,Christina Hendricks,Nicholas Hoult,,
2006,Penelope,Mark Palansky,6.8,Comedy,Fantasy,2192,6240,Christina Ricci,James McAvoy,Reese Witherspoon,,
2010,Unthinkable,Gregor Jordan,7,Drama,Thriller,2193,5820,Samuel L. Jackson,Carrie-Anne Moss,Michael Sheen,,
2004,Around the World in 80 Days,Frank Coraci,5.6,Action,Adventure,2195,7200,Jackie Chan,Steve Coogan,Jim Broadbent,,
1995,Species,Roger Donaldson,5.7,Action,Horror,2196,6480,Natasha Henstridge,Michael Madsen,Ben Kingsley,,
2007,TMNT,Kevin Munroe,6.3,Animation,Action,2197,5220,Patrick Stewart,Mako,Chris Evans,,
2009,The Loved Ones,Sean Byrne,6.6,Crime,Drama,2198,5040,Xavier Samuel,Robin McLeavy,Victoria Thaine,,
1999,The Cider House Rules,Lasse Hallstrom,7.3,Drama,Romance,2200,7560,Tobey Maguire,Charlize Theron,Michael Caine,,
2011,I Don't Know How She Does It,Douglas McGrath,4.5,Comedy,,2202,5340,Sarah Jessica Parker,Pierce Brosnan,Kelsey Grammer,,
2006,A Scanner Darkly,Richard Linklater,7,Animation,Crime,2203,6000,Keanu Reeves,Winona Ryder,Robert Downey Jr.,,
2009,It's Complicated,Nancy Meyers,6.5,Comedy,Romance,2204,7200,Meryl Streep,Steve Martin,Alec Baldwin,,
1996,Fear,James Foley,6,Drama,Thriller,2205,5820,Mark Wahlberg,Reese Witherspoon,William Petersen,,
1980,Flash Gordon,Mike Hodges,6.3,Action,Adventure,2206,6660,Sam J. Jones,Melody Anderson,Max von Sydow,,
1999,Bicentennial Man,Chris Columbus,6.5,Drama,Fantasy,2207,7920,Robin Williams,Embeth Davidtz,Sam Neill,,
2014,A Long Way Down,Pascal Chaumeil,,Comedy,Drama,2208,,Aaron Paul,Rosamund Pike,Toni Collette,,
2011,The Rite,Mikael Hafstrom,5.8,Drama,Horror,2209,6840,Colin O'Donoghue,Anthony Hopkins,Ciaran Hinds,,
2011,Paranormal Activity 3,Henry Joost,5.9,Horror,,2210,4980,Chloe Csengery,Jessica Tyler Brown,Christopher Nicholas Smith,Ariel Schulman,
1988,Cocktail,Roger Donaldson,5.5,Drama,Romance,2211,6240,Tom Cruise,Bryan Brown,Elisabeth Shue,,
2003,Spy Kids 3-D: Game Over,Robert Rodriguez,4,Action,Adventure,2212,5040,Daryl Sabara,Alexa Vega,Antonio Banderas,,
2012,Kapringen,Tobias Lindholm,7.1,Drama,Thriller,2213,6180,Pilou Asbaek,Soren Malling,Dar Salim,,
2000,Dude  Where's My Car?,Danny Leiner,5.3,Comedy,Mystery,2214,4980,Ashton Kutcher,Seann William Scott,Jennifer Garner,,
1994,Little Women,Gillian Armstrong,7,Drama,Romance,2215,6900,Susan Sarandon,Winona Ryder,Kirsten Dunst,,
1949,The Third Man,Carol Reed,8.4,Film-Noir,Mystery,2216,6240,Orson Welles,Joseph Cotten,Alida Valli,,
1999,October Sky,Joe Johnston,7.7,Biography,Drama,2217,6480,Jake Gyllenhaal,Chris Cooper,Laura Dern,,
2014,Heat,Simon West,,Crime,Drama,2218,,Sofia Vergara,Jason Statham,Milo Ventimiglia,,
2006,Saw III,Darren Lynn Bousman,6.1,Crime,Horror,2219,6480,Tobin Bell,Shawnee Smith,Angus Macfadyen,,
1998,The Waterboy,Frank Coraci,5.8,Comedy,Sport,2220,5400,Adam Sandler,Kathy Bates,Henry Winkler,,
1976,Murder by Death,Robert Moore,7.3,Comedy,Mystery,2221,5640,Peter Falk,Alec Guinness,Peter Sellers,,
2010,Tomorrow  When the War Began,Stuart Beattie,6.1,Action,Adventure,2222,6180,Caitlin Stasey,Rachel Hurd-Wood,Lincoln Lewis,,
2006,Stick It,Jessica Bendinger,6,Comedy,Drama,2223,6180,Missy Peregrym,Jeff Bridges,Vanessa Lengies,,
2004,I Heart Huckabees,David O. Russell,6.6,Comedy,,2224,6420,Jason Schwartzman,Jude Law,Naomi Watts,,
2002,Crossroads,Tamra Davis,3,Adventure,Comedy,2225,5580,Britney Spears,Anson Mount,Zoe Saldana,,
2011,Coriolanus,Ralph Fiennes,6.1,Drama,Thriller,2226,7380,Ralph Fiennes,Gerard Butler,Brian Cox,,
2004,Taking Lives,D.J. Caruso,6,Mystery,Thriller,2227,6180,Angelina Jolie,Ethan Hawke,Kiefer Sutherland,,
1999,The Haunting,Jan de Bont,4.7,Fantasy,Horror,2228,6780,Liam Neeson,Catherine Zeta-Jones,Owen Wilson,,
2008,Inkheart,Iain Softley,6,Adventure,Family,2229,6360,Brendan Fraser,Andy Serkis,Eliza Bennett,,
2007,The Kite Runner,Marc Forster,7.6,Drama,,2230,7680,Khalid Abdalla,Ahmad Khan Mahmoodzada,Atossa Leoni,,
1940,The Great Dictator,Charles Chaplin,8.5,Comedy,Drama,2231,7500,Charles Chaplin,Paulette Goddard,Jack Oakie,,
1979,Life of Brian,Terry Jones,8.1,Comedy,,2232,5640,Graham Chapman,John Cleese,Michael Palin,,
1985,The Color Purple,Steven Spielberg,7.6,Drama,,2233,9240,Danny Glover,Whoopi Goldberg,Oprah Winfrey,,
1996,101 Dalmatians,Stephen Herek,5.5,Family,Comedy,2234,6180,Glenn Close,Jeff Daniels,Joely Richardson,,
2006,Underworld: Evolution,Len Wiseman,6.6,Action,Fantasy,2235,6360,Kate Beckinsale,Scott Speedman,Bill Nighy,,
1998,Star Trek: Insurrection,Jonathan Frakes,6.3,Action,Adventure,2236,6180,Patrick Stewart,Jonathan Frakes,Brent Spiner,,
2011,God Bless America,Bobcat Goldthwait,7.2,Comedy,Crime,2237,6300,Joel Murray,Tara Lynne Barr,Mackenzie Brooke Smith,,
1936,Modern Times,Charles Chaplin,8.6,Comedy,Drama,2238,5220,Charles Chaplin,Paulette Goddard,Henry Bergman,,
2001,Jeepers Creepers,Victor Salva,5.9,Horror,Mystery,2239,5400,Gina Philips,Justin Long,Jonathan Breck,,
1989,The Karate Kid  Part III,John G. Avildsen,4.6,Action,Drama,2240,6720,Ralph Macchio,Pat Morita,Robyn Lively,,
2006,Over the Hedge,Tim Johnson,6.8,Animation,Adventure,2241,4980,Bruce Willis,Garry Shandling,Steve Carell,Karey Kirkpatrick,
1973,Live and Let Die,Guy Hamilton,6.8,Action,Crime,2242,7260,Roger Moore,Yaphet Kotto,Jane Seymour,,
2011,Trespass,Joel Schumacher,5.2,Crime,Drama,2243,5460,Nicolas Cage,Nicole Kidman,Cam Gigandet,,
2005,Doom,Andrzej Bartkowiak,5.1,Action,Adventure,2244,6000,Karl Urban,Rosamund Pike,Dwayne Johnson,,
1989,My Left Foot: The Story of Christy Brown,Jim Sheridan,7.8,Biography,Drama,2245,6180,Daniel Day-Lewis,Brenda Fricker,Alison Whelan,,
2010,Legend of the Guardians: The Owls of Ga'Hoole,Zack Snyder,6.9,Animation,Adventure,2246,5820,Jim Sturgess,Hugo Weaving,David Wenham,,
1996,Beautiful Girls,Ted Demme,7.1,Comedy,Drama,2247,6720,Matt Dillon,Timothy Hutton,Noah Emmerich,,
1993,Bound by Honor,Taylor Hackford,7.6,Action,Crime,2248,10800,Damian Chapa,Jesse Borrego,Benjamin Bratt,,
2009,A Serious Man,Ethan Coen,7,Comedy,Drama,2249,6360,Michael Stuhlbarg,Richard Kind,Sari Lennick,Joel Coen,
2011,Jeff  Who Lives at Home,Jay Duplass,6.5,Comedy,Drama,2250,4980,Jason Segel,Ed Helms,Judy Greer,Mark Duplass,
1988,They Live,John Carpenter,7.1,Action,Horror,2251,5580,Roddy Piper,Keith David,Meg Foster,,
2009,Kynodontas,Giorgos Lanthimos,7.1,Drama,,2252,5640,Christos Stergioglou,Michele Valley,Aggeliki Papoulia,,
2011,Un monstre a Paris,Bibo Bergeron,6.6,Animation,Adventure,2253,5400,Mathieu Chedid,Vanessa Paradis,Gad Elmaleh,,
2012,Still Mine,Michael McGowan,6.8,Drama,,2254,6120,James Cromwell,Ronan Rees,Genevieve Bujold,,
1998,Fallen,Gregory Hoblit,6.8,Crime,Drama,2255,7440,Denzel Washington,John Goodman,Donald Sutherland,,
1993,In the Name of the Father,Jim Sheridan,8.1,Biography,Drama,2256,7980,Daniel Day-Lewis,Pete Postlethwaite,Alison Crosbie,,
1997,Kiss the Girls,Gary Fleder,6.4,Crime,Drama,2257,6900,Morgan Freeman,Ashley Judd,Cary Elwes,,
2008,City of Ember,Gil Kenan,6.4,Adventure,Family,2258,5400,Saoirse Ronan,Toby Jones,Bill Murray,,
1993,Super Mario Bros.,Annabel Jankel,3.8,Adventure,Comedy,2259,6240,Bob Hoskins,John Leguizamo,Dennis Hopper,Rocky Morton,
2003,S.W.A.T.,Clark Johnson,5.9,Action,Crime,2260,7020,Samuel L. Jackson,Colin Farrell,Michelle Rodriguez,,
2000,The Replacements,Howard Deutch,6.3,Comedy,Sport,2261,7080,Keanu Reeves,Gene Hackman,Brooke Langton,,
2011,Intruders,Juan Carlos Fresnadillo,5.3,Horror,Thriller,2262,6000,Clive Owen,Carice van Houten,Izan Corchero,,
2012,Holy Motors,Leos Carax,7,Drama,Fantasy,2263,6900,Denis Lavant,Edith Scob,Eva Mendes,,
2002,Ghost Ship,Steve Beck,5.3,Horror,Mystery,2264,5460,Julianna Margulies,Gabriel Byrne,Ron Eldard,,
2010,Jusan-nin no shikaku,Takashi Miike,7.6,Action,Adventure,2265,8460,Koji Yakusho,Takayuki Yamada,Yusuke Iseya,,
2007,88 Minutes,Jon Avnet,5.8,Drama,Mystery,2266,6480,Al Pacino,Alicia Witt,Ben McKenzie,,
2009,Year One,Harold Ramis,4.8,Adventure,Comedy,2267,5820,Jack Black,Michael Cera,Olivia Wilde,,
2000,Billy Elliot,Stephen Daldry,7.6,Comedy,Drama,2268,6600,Jamie Bell,Julie Walters,Jean Heywood,,
2001,Shallow Hal,Bobby Farrelly,5.9,Comedy,Drama,2269,6840,Jack Black,Gwyneth Paltrow,Jason Alexander,Peter Farrelly,
2013,3096 Tage,Sherry Hormann,5.6,Crime,Drama,2270,6660,Antonia Campbell-Hughes,Thure Lindhardt,Amelia Pidgeon,,
2012,Struck by Lightning,Brian Dannelly,6.1,Comedy,Drama,2271,5400,Chris Colfer,Rebel Wilson,Christina Hendricks,,
2008,Frost/Nixon,Ron Howard,7.7,Drama,History,2273,7320,Frank Langella,Michael Sheen,Kevin Bacon,,
2012,The ABCs of Death,Kaare Andrews,4.8,Horror,,2274,7380,Ingrid Bolso Berdal,Ivan Gonzalez,Kyra Zagorsky,Angela Bettis,Helene Cattet
1999,The Hurricane,Norman Jewison,7.4,Biography,Drama,2275,8760,Denzel Washington,Vicellous Reon Shannon,Deborah Kara Unger,,
1957,The Bridge on the River Kwai,David Lean,8.3,Adventure,Drama,2276,9660,William Holden,Alec Guinness,Jack Hawkins,,
2010,Frozen,Adam Green,6.2,Drama,Thriller,2277,5580,Shawn Ashmore,Emma Bell,Kevin Zegers,,
2011,The Son of No One,Dito Montiel,5,Crime,Drama,2278,5400,Channing Tatum,Al Pacino,Juliette Binoche,,
1999,Mystery Men,Kinka Usher,5.9,Action,Comedy,2279,7260,Ben Stiller,Janeane Garofalo,William H. Macy,,
1979,Manhattan,Woody Allen,8,Comedy,Drama,2280,5760,Woody Allen,Diane Keaton,Mariel Hemingway,,
2016,The Flash,Greg Berlanti,,Action,Adventure,2281,,,,,,
1993,The Piano,Jane Campion,7.5,Drama,Romance,2282,7260,Holly Hunter,Harvey Keitel,Sam Neill,,
1998,Ronin,John Frankenheimer,7.2,Action,Adventure,2283,7320,Robert De Niro,Jean Reno,Natascha McElhone,,
2008,Madagascar: Escape 2 Africa,Eric Darnell,6.7,Animation,Action,2284,5340,Ben Stiller,Chris Rock,David Schwimmer,Tom McGrath,
2011,Atlas Shrugged: Part I,Paul Johansson,5.5,Drama,Mystery,2285,5820,Taylor Schilling,Grant Bowler,Matthew Marsden,,
2001,Gosford Park,Robert Altman,7.2,Drama,Mystery,2287,8220,Maggie Smith,Ryan Phillippe,Michael Gambon,,
2012,Wish You Were Here,Kieran Darcy-Smith,5.8,Drama,Mystery,2288,5340,Joel Edgerton,Teresa Palmer,Felicity Price,,
1993,Rudy,David Anspaugh,7.4,Biography,Drama,2289,6840,Sean Astin,Jon Favreau,Ned Beatty,,
1975,Dog Day Afternoon,Sidney Lumet,8.1,Crime,Drama,2290,7500,Al Pacino,John Cazale,Penelope Allen,,
2009,Notorious,George Tillman Jr.,6.4,Biography,Drama,2291,7320,Jamal Woolard,Anthony Mackie,Derek Luke,,
2009,The Box,Richard Kelly,5.6,Drama,Mystery,2292,6900,Cameron Diaz,James Marsden,Frank Langella,,
1996,The Frighteners,Peter Jackson,7.1,Comedy,Fantasy,2294,6600,Michael J. Fox,Trini Alvarado,Peter Dobson,,
2011,Silent House,Chris Kentis,5.2,Drama,Horror,2295,5160,Elizabeth Olsen,Adam Trese,Eric Sheffer Stevens,Laura Lau,
2009,Brooklyn's Finest,Antoine Fuqua,6.7,Crime,Drama,2296,7920,Richard Gere,Don Cheadle,Ethan Hawke,,
2001,The Glass House,Daniel Sackheim,5.6,Thriller,,2297,6360,Diane Lane,Leelee Sobieski,Stellan Skarsgard,,
2006,Nacho Libre,Jared Hess,5.5,Comedy,Family,2298,5520,Jack Black,Ana de la Reguera,Hector Jimenez,,
1995,A Little Princess,Alfonso Cuaron,7.5,Drama,Family,2299,5820,Liesel Matthews,Eleanor Bron,Liam Cunningham,,
2001,Sweet November,Pat O'Connor,6.3,Drama,Romance,2300,7140,Keanu Reeves,Charlize Theron,Jason Isaacs,,
1992,Far and Away,Ron Howard,6.3,Adventure,Drama,2301,8400,Tom Cruise,Nicole Kidman,Thomas Gibson,,
2014,Birdman,Alejandro Gonzalez Inarritu,,Comedy,,2302,,Emma Stone,Naomi Watts,Andrea Riseborough,,
2007,Surf's Up,Ash Brannon,6.8,Animation,Comedy,2303,5100,Shia LaBeouf,Zooey Deschanel,Jon Heder,Chris Buck,
2013,Palo Alto,Gia Coppola,7.2,Drama,,2304,,James Franco,Emma Roberts,Val Kilmer,,
2010,Green Zone,Paul Greengrass,6.9,Action,Drama,2305,6900,Matt Damon,Jason Isaacs,Greg Kinnear,,
1968,Romeo and Juliet,Franco Zeffirelli,7.6,Drama,Romance,2306,8280,Leonard Whiting,Olivia Hussey,John McEnery,,
2011,Season of the Witch,Dominic Sena,5.3,Action,Adventure,2307,5700,Nicolas Cage,Ron Perlman,Claire Foy,,
2012,Diary of a Wimpy Kid: Dog Days,David Bowers,6.1,Comedy,Family,2308,5640,Zachary Gordon,Robert Capron,Devon Bostick,,
2006,The Guardian,Andrew Davis,6.7,Action,Adventure,2311,8340,Kevin Costner,Ashton Kutcher,Sela Ward,,
2009,Fish Tank,Andrea Arnold,7.3,Drama,,2312,7380,Katie Jarvis,Michael Fassbender,Kierston Wareing,,
2003,Paycheck,John Woo,6.1,Sci-Fi,Thriller,2314,7140,Ben Affleck,Aaron Eckhart,Uma Thurman,,
1959,Ben-Hur,William Wyler,8.1,Action,Adventure,2315,12720,Charlton Heston,Jack Hawkins,Stephen Boyd,,
2007,Rendition,Gavin Hood,6.8,Drama,Thriller,2316,7320,Reese Witherspoon,Jake Gyllenhaal,Peter Sarsgaard,,
2014,The Equalizer,Antoine Fuqua,,Action,Crime,2317,,Denzel Washington,Chloe Grace Moretz,Melissa Leo,,
2010,The Experiment,Paul Scheuring,6.3,Drama,Thriller,2318,5760,Adrien Brody,Cam Gigandet,Forest Whitaker,,
2006,DOA: Dead or Alive,Corey Yuen,4.7,Action,Adventure,2319,5220,Jaime Pressly,Devon Aoki,Sarah Carter,,
2010,Happythankyoumoreplease,Josh Radnor,6.7,Comedy,Drama,2320,6000,Josh Radnor,Malin Akerman,Zoe Kazan,,
2001,The Score,Frank Oz,6.8,Action,Crime,2321,7440,Robert De Niro,Edward Norton,Marlon Brando,,
2010,Cop Out,Kevin Smith,5.5,Action,Comedy,2322,6420,Bruce Willis,Tracy Morgan,Juan Carlos Hernandez,,
1990,Cry-Baby,John Waters,6.3,Comedy,Musical,2323,5100,Johnny Depp,Ricki Lake,Amy Locane,,
2005,Havoc,Barbara Kopple,5.4,Crime,Drama,2324,5100,Anne Hathaway,Bijou Phillips,Shiri Appleby,,
1985,Fright Night,Tom Holland,6.9,Comedy,Horror,2325,6360,Chris Sarandon,William Ragsdale,Amanda Bearse,,
2005,Just Like Heaven,Mark Waters,6.6,Comedy,Fantasy,2326,5700,Reese Witherspoon,Mark Ruffalo,Donal Logue,,
2006,Paris  je t'aime,Olivier Assayas,7.3,Comedy,Drama,2327,7200,Juliette Binoche,Leonor Watling,Ludivine Sagnier,Frederic Auburtin,Emmanuel Benbihy
1984,Nineteen Eighty-Four,Michael Radford,7.1,Drama,Romance,2328,6780,John Hurt,Richard Burton,Suzanna Hamilton,,
2008,Max Payne,John Moore,5.3,Action,Crime,2329,6000,Mark Wahlberg,Mila Kunis,Beau Bridges,,
1964,My Fair Lady,George Cukor,7.8,Drama,Family,2330,10200,Audrey Hepburn,Rex Harrison,Stanley Holloway,,
2013,Syrup,Aram Rappaport,5.5,Comedy,Drama,2331,5400,Amber Heard,Shiloh Fernandez,Kellan Lutz,,
1983,Trading Places,John Landis,7.4,Comedy,,2332,6960,Eddie Murphy,Dan Aykroyd,Ralph Bellamy,,
1995,Mighty Morphin Power Rangers: The Movie,Bryan Spicer,4.3,Action,Adventure,2333,5700,Karan Ashley,Johnny Yong Bosch,Steve Cardenas,,
2012,A Perfect Ending,Nicole Conn,5.3,Drama,,2334,6600,Barbara Niven,Bryan Jackson,Jessica Clark,,
2005,The Squid and the Whale,Noah Baumbach,7.4,Comedy,Drama,2335,4860,Owen Kline,Jeff Daniels,Laura Linney,,
1959,Middle of the Night,Delbert Mann,7,Drama,,2336,7080,Fredric March,Kim Novak,Glenda Farrell,,
2003,Open Water,Chris Kentis,5.8,Biography,Drama,2337,4740,Blanchard Ryan,Daniel Travis,Saul Stein,,
1990,Arachnophobia,Frank Marshall,6.3,Comedy,Sci-Fi,2338,6180,Jeff Daniels,Julian Sands,John Goodman,,
2010,The Wolfman,Joe Johnston,5.8,Drama,Horror,2339,6180,Benicio Del Toro,Anthony Hopkins,Emily Blunt,,
1956,The Ten Commandments,Cecil B. DeMille,7.8,Adventure,Drama,2340,13200,Charlton Heston,Yul Brynner,Anne Baxter,,
1957,Paths of Glory,Stanley Kubrick,8.5,Drama,War,2341,5280,Kirk Douglas,Ralph Meeker,Adolphe Menjou,,
1998,City of Angels,Brad Silberling,6.5,Drama,Fantasy,2343,6840,Nicolas Cage,Meg Ryan,Andre Braugher,,
2012,The Pact,Nicholas McCarthy,5.7,Horror,Mystery,2344,5340,Caity Lotz,Casper Van Dien,Mark Steger,,
2005,Elektra,Rob Bowman,4.7,Action,Crime,2345,5820,Jennifer Garner,Goran Visnjic,Will Yun Lee,,
2007,Sydney White,Joe Nussbaum,6.1,Comedy,Romance,2346,6480,Amanda Bynes,Sara Paxton,Matt Long,,
2001,The Wedding Planner,Adam Shankman,4.9,Comedy,Romance,2348,6180,Jennifer Lopez,Matthew McConaughey,Bridgette Wilson-Sampras,,
2010,Biutiful,Alejandro Gonzalez Inarritu,7.4,Drama,,2349,8880,Javier Bardem,Maricel Alvarez,Hanaa Bouchaib,,
1988,Young Guns,Christopher Cain,6.6,Action,Crime,2350,6420,Emilio Estevez,Kiefer Sutherland,Lou Diamond Phillips,,
1993,Free Willy,Simon Wincer,5.6,Family,Adventure,2351,6720,Jason James Richter,Lori Petty,Michael Madsen,,
1977,Close Encounters of the Third Kind,Steven Spielberg,7.7,Adventure,Drama,2352,8220,Richard Dreyfuss,Francois Truffaut,Teri Garr,,
2005,Revolver,Guy Ritchie,6.3,Crime,Drama,2353,6900,Jason Statham,Ray Liotta,Vincent Pastore,,
1953,Roman Holiday,William Wyler,8.1,Comedy,Drama,2354,7080,Gregory Peck,Audrey Hepburn,Eddie Albert,,
1986,Nine 1/2 Weeks,Adrian Lyne,5.6,Drama,Romance,2355,7020,Mickey Rourke,Kim Basinger,Margaret Whitton,,
2009,The Rebound,Bart Freundlich,6.3,Comedy,Romance,2356,5700,Catherine Zeta-Jones,Justin Bartha,Art Garfunkel,,
1974,Dark Star,John Carpenter,6.4,Comedy,Sci-Fi,2357,4980,Dan O'Bannon,Dre Pahich,Brian Narelle,,
2008,W.,Oliver Stone,6.4,Biography,Drama,2358,7740,Josh Brolin,Elizabeth Banks,Ioan Gruffudd,,
2000,What Lies Beneath,Robert Zemeckis,6.5,Drama,Horror,2359,7800,Harrison Ford,Michelle Pfeiffer,Katharine Towne,,
2012,Extracted,Nir Paniry,6.2,Drama,Sci-Fi,2360,5100,Sasha Roiz,Jenny Mollen,Dominic Bogart,,
2003,The Missing,Ron Howard,6.4,Adventure,Thriller,2361,8220,Tommy Lee Jones,Cate Blanchett,Evan Rachel Wood,,
1971,Diamonds Are Forever,Guy Hamilton,6.7,Action,Adventure,2362,7200,Sean Connery,Jill St. John,Charles Gray,,
1957,Det sjunde inseglet,Ingmar Bergman,8.3,Drama,Fantasy,2363,5760,Max von Sydow,Gunnar Bjornstrand,Bengt Ekerot,,
1983,Vacation,Harold Ramis,7.3,Adventure,Comedy,2364,5880,Chevy Chase,Beverly D'Angelo,Imogene Coca,,
1993,The Three Musketeers,Stephen Herek,6.1,Action,Adventure,2365,6300,Charlie Sheen,Kiefer Sutherland,Chris O'Donnell,,
1944,Double Indemnity,Billy Wilder,8.5,Crime,Drama,2366,6420,Fred MacMurray,Barbara Stanwyck,Edward G. Robinson,,
2012,Electrick Children,Rebecca Thomas,6.4,Drama,,2367,5760,Julia Garner,Rory Culkin,Liam Aiken,,
2007,Bee Movie,Steve Hickner,6.1,Animation,Adventure,2368,5460,Jerry Seinfeld,Renee Zellweger,Matthew Broderick,Simon J. Smith,
2012,Ginger & Rosa,Sally Potter,6,Drama,,2369,5400,Elle Fanning,Alice Englert,Annette Bening,,
1973,Robin Hood,Wolfgang Reitherman,7.5,Animation,Adventure,2370,4980,Brian Bedford,Phil Harris,Roger Miller,,
2004,The Merchant of Venice,Michael Radford,7,Drama,Romance,2371,8280,Al Pacino,Joseph Fiennes,Lynn Collins,,
2003,The Recruit,Roger Donaldson,6.5,Action,Crime,2373,6900,Al Pacino,Colin Farrell,Bridget Moynahan,,
2013,A Madea Christmas,Tyler Perry,,Comedy,,2374,,Tyler Perry,Chad Michael Murray,Tika Sumpter,,
2002,Hable con ella,Pedro Almodovar,7.9,Comedy,Drama,2375,6720,Rosario Flores,Javier Camara,Dario Grandinetti,,
2011,A Little Bit of Heaven,Nicole Kassell,6,Comedy,Drama,2376,6360,Kate Hudson,Gael Garcia Bernal,Kathy Bates,,
2007,La mome,Olivier Dahan,7.5,Biography,Drama,2377,8400,Marion Cotillard,Sylvie Testud,Pascal Greggory,,
2012,Save the Date,Michael Mohan,5.4,Comedy,Romance,2378,5820,Lizzy Caplan,Alison Brie,Mark Webber,,
2002,Nicholas Nickleby,Douglas McGrath,7.1,Drama,Romance,2379,7920,Charlie Hunnam,Jamie Bell,Christopher Plummer,,
2002,Ying xiong,Yimou Zhang,7.9,Action,Drama,2380,5940,Jet Li,Tony Leung Chiu Wai,Maggie Cheung,,
2011,Win Win,Thomas McCarthy,7.2,Comedy,Drama,2382,6360,Paul Giamatti,Amy Ryan,Jeffrey Tambor,,
2013,A Case of You,Kat Coiro,5.4,Comedy,Romance,2383,,Peter Dinklage,Sienna Miller,Evan Rachel Wood,,
1991,Barton Fink,Joel Coen,7.7,Drama,,2384,6960,John Turturro,John Goodman,Judy Davis,Ethan Coen,
2006,Flags of Our Fathers,Clint Eastwood,7.1,Drama,History,2385,7920,Ryan Phillippe,Barry Pepper,Joseph Cross,,
2002,The Sum of All Fears,Phil Alden Robinson,6.3,Action,Drama,2386,7440,Ben Affleck,Morgan Freeman,Ian Mongrain,,
1996,Kingpin,Bobby Farrelly,6.8,Comedy,Sport,2387,6780,Woody Harrelson,Randy Quaid,Bill Murray,Peter Farrelly,
1953,From Here to Eternity,Fred Zinnemann,7.8,Drama,Romance,2390,7080,Burt Lancaster,Montgomery Clift,Deborah Kerr,,
1982,Rocky III,Sylvester Stallone,6.4,Drama,Sport,2391,5940,Sylvester Stallone,Talia Shire,Burt Young,,
1983,A Christmas Story,Bob Clark,8,Comedy,Family,2392,5640,Peter Billingsley,Melinda Dillon,Darren McGavin,,
2011,Twixt,Francis Ford Coppola,4.9,Horror,Thriller,2394,5280,Val Kilmer,Bruce Dern,Elle Fanning,,
2009,Love and Other Impossible Pursuits,Don Roos,6.2,Drama,,2395,6120,Natalie Portman,Scott Cohen,Lisa Kudrow,,
1976,Logan's Run,Michael Anderson,6.7,Action,Adventure,2396,7140,Michael York,Jenny Agutter,Richard Jordan,,
2010,The Last Exorcism,Daniel Stamm,5.6,Drama,Horror,2397,5220,Patrick Fabian,Ashley Bell,Iris Bahr,,
2006,Ice Age: The Meltdown,Carlos Saldanha,6.8,Animation,Action,2398,5460,Ray Romano,John Leguizamo,Denis Leary,,
2011,Margaret,Kenneth Lonergan,6.4,Drama,,2399,9000,Anna Paquin,Matt Damon,Mark Ruffalo,,
2008,The Ruins,Carter Smith,5.8,Horror,Thriller,2400,5400,Shawn Ashmore,Jena Malone,Jonathan Tucker,,
2003,The Life of David Gale,Alan Parker,7.3,Drama,Crime,2401,7800,Kevin Spacey,Kate Winslet,Laura Linney,,
1982,Sophie's Choice,Alan J. Pakula,7.6,Drama,Romance,2402,9000,Meryl Streep,Kevin Kline,Peter MacNicol,,
1999,Joan of Arc,Luc Besson,6.3,Adventure,Biography,2403,9480,Milla Jovovich,John Malkovich,Rab Affleck,,
2010,The Way,Emilio Estevez,7.2,Adventure,Comedy,2404,7380,Martin Sheen,Emilio Estevez,Deborah Kara Unger,,
2013,Devil's Knot,Atom Egoyan,5.7,Biography,Crime,2405,6840,Mireille Enos,Reese Witherspoon,Dane DeHaan,,
2008,The Duchess,Saul Dibb,6.8,Biography,Drama,2406,6600,Keira Knightley,Ralph Fiennes,Dominic Cooper,,
1990,Hard to Kill,Bruce Malmuth,5.4,Action,Drama,2407,5760,Steven Seagal,Kelly LeBrock,William Sadler,,
1995,Virtuosity,Brett Leonard,5.4,Action,Crime,2408,6360,Denzel Washington,Russell Crowe,Kelly Lynch,,
